,# YTID, start_seconds, end_seconds, positive_labels,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
16223,gwz2RRFSp_I,70.0,80.0," ""/m/03l9g""",,,,,,,,,,,
16224,gx1XWZJcLbs,180.0,190.0," ""/m/04rlf",/m/04szw,"/m/0xzly""",,,,,,,,,
16225,gxAyZk01T3k,10.0,20.0," ""/m/07kc_""",,,,,,,,,,,
16226,gxYlYDKToDU,30.0,40.0," ""/m/07pn_8q""",,,,,,,,,,,
16227,gxnWoxswg3k,0.0,10.0," ""/m/07pqn27","/m/09x0r""",,,,,,,,,,
16228,gxv0RVCuw2o,30.0,40.0," ""/m/03qtwd",/m/04gy_2,"/m/053hz1""",,,,,,,,,
16229,gyF_tG0M9cM,10.0,20.0," ""/m/01hsr_",/m/02p3nc,"/m/09x0r""",,,,,,,,,
16230,gyVm1JCQeZM,30.0,40.0," ""/m/02v2lh",/m/02w4v,/m/04rlf,"/m/04szw""",,,,,,,,
16231,gycydBi5DQY,330.0,340.0," ""/m/07s12q4""",,,,,,,,,,,
16232,gyg_Yqmj1TY,190.0,200.0," ""/m/04rlf","/m/0cj0r""",,,,,,,,,,
16233,gymLsR9WSkk,430.0,440.0," ""/m/01m2v","/m/09x0r""",,,,,,,,,,
16234,gz-4W-uEzhc,30.0,40.0," ""/m/04rlf","/m/06cqb""",,,,,,,,,,
16235,gz-5ALIySZw,80.0,90.0," ""/m/07rrlb6",/m/0838f,"/m/09x0r""",,,,,,,,,
16236,h-1nUE6P9xo,10.0,20.0," ""/m/07pjjrj","/m/07rdhzs""",,,,,,,,,,
16237,h-3DrDQC62k,500.0,510.0," ""/m/01qbl",/m/026t6,/m/02hnl,/m/02k_mr,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,"/m/0l14md""",,,
16238,h-5kGBwkA4c,20.0,30.0," ""/m/05r5wn",/m/07qn4z3,/m/09x0r,"/t/dd00125""",,,,,,,,
16239,h-IJDFU715w,30.0,40.0," ""/m/07bgp",/m/07q0h5t,"/m/09x0r""",,,,,,,,,
16240,h0A27Vd-NpU,30.0,40.0," ""/m/03wwcy",/m/04rlf,"/m/09x0r""",,,,,,,,,
16241,h0NUvAVltag,350.0,360.0," ""/m/01m4t","/m/09x0r""",,,,,,,,,,
16242,h0V6VFORY5A,180.0,190.0," ""/m/02c8p","/m/04rlf""",,,,,,,,,,
16243,h0sfi8X3ws4,190.0,200.0," ""/m/015p6",/m/020bb7,"/m/07pggtn""",,,,,,,,,
16244,h1H_GaajDak,30.0,40.0," ""/m/07n_g""",,,,,,,,,,,
16245,h1IEGKX4pHY,50.0,60.0," ""/m/0199g",/m/07yv9,"/m/09x0r""",,,,,,,,,
16246,h1P34bcC7kQ,30.0,40.0," ""/m/07rqsjt""",,,,,,,,,,,
16247,h1TZmCUqzFo,70.0,80.0," ""/m/04rlf",/m/09x0r,"/t/dd00033""",,,,,,,,,
16248,h1fXcJS51d0,0.0,10.0," ""/m/07qyrcz","/m/09x0r""",,,,,,,,,,
16249,h1p04AaPV90,290.0,300.0," ""/m/07qcx4z","/t/dd00125""",,,,,,,,,,
16250,h1xGnaqiU1I,80.0,90.0," ""/m/01h82_",/m/02mk9,"/m/04229""",,,,,,,,,
16251,h2CVFmfuMJQ,460.0,470.0," ""/m/027m70_""",,,,,,,,,,,
16252,h2EILZyumK0,0.0,5.0," ""/m/02dgv","/m/02y_763""",,,,,,,,,,
16253,h2Tb9weUZA4,110.0,120.0," ""/m/03q5_w",/m/09x0r,"/t/dd00129""",,,,,,,,,
16254,h2ZgzMe6pqc,60.0,70.0," ""/m/01hsr_","/m/07plz5l""",,,,,,,,,,
16255,h3DVqb55DRQ,20.0,30.0," ""/m/025rv6n",/m/05_wcq,/m/07st89h,"/m/09b5t""",,,,,,,,
16256,h3JKDTBOYKg,210.0,220.0," ""/m/03qtwd","/m/04gy_2""",,,,,,,,,,
16257,h3fO2cx5iB0,40.0,50.0," ""/m/05_wcq""",,,,,,,,,,,
16258,h3rwDbCm6cc,130.0,140.0," ""/m/07rjzl8","/m/09x0r""",,,,,,,,,,
16259,h3sdlpcV-rM,30.0,40.0," ""/m/04rlf",/m/07hvw1,"/m/09x0r""",,,,,,,,,
16260,h3u2sHDnXDs,10.0,20.0," ""/m/02cz_7","/m/0l15bq""",,,,,,,,,,
16261,h3yQJZagDTw,30.0,40.0," ""/m/04rlf","/m/0dq0md""",,,,,,,,,,
16262,h43ujwiN7ec,30.0,40.0," ""/m/09x0r","/m/0dl9sf8""",,,,,,,,,,
16263,h4DA_0xh_6U,320.0,330.0," ""/m/0242l""",,,,,,,,,,,
16264,h4K-y_MkgL0,30.0,40.0," ""/m/04rlf",/m/07qdb04,/m/09ddx,"/m/0jbk""",,,,,,,,
16265,h5AKJPnIkCs,560.0,570.0," ""/m/01h8n0","/m/09x0r""",,,,,,,,,,
16266,h5D_CJYCeuc,200.0,210.0," ""/m/0dv5r""",,,,,,,,,,,
16267,h5EacXG1XWo,120.0,130.0," ""/m/078jl""",,,,,,,,,,,
16268,h5IRNNXdpgc,320.0,330.0," ""/m/01jt3m","/m/0838f""",,,,,,,,,,
16269,h5V4GcOtdWA,0.0,10.0," ""/m/07pqc89",/m/0ch8v,"/m/0jbk""",,,,,,,,,
16270,h5bmV5KUwWA,10.0,20.0," ""/m/01wy6""",,,,,,,,,,,
16271,h5gtwyez9HY,70.0,80.0," ""/m/032s66","/m/04zjc""",,,,,,,,,,
16272,h5iKWGkqd_M,0.0,10.0," ""/m/0326g""",,,,,,,,,,,
16273,h5q-MIrP_Ic,110.0,120.0," ""/g/122z_qxw",/m/09x0r,/m/0g6b5,"/t/dd00128""",,,,,,,,
16274,h69Abo_MwTE,30.0,40.0," ""/m/07s2xch","/m/09x0r""",,,,,,,,,,
16275,h6Y0KDtUNHw,220.0,230.0," ""/m/04rlf","/m/07kc_""",,,,,,,,,,
16276,h6gohkLnAzA,230.0,240.0," ""/m/07r_80w","/m/09d5_""",,,,,,,,,,
16277,h6jWVublf-w,170.0,180.0," ""/m/07qfgpx""",,,,,,,,,,,
16278,h6mbtWmkgNY,30.0,40.0," ""/m/04rlf","/m/07q6cd_""",,,,,,,,,,
16279,h6voPlJG0m0,500.0,510.0," ""/m/06mb1",/m/07r10fb,/m/0jb2l,"/m/0ngt1""",,,,,,,,
16280,h7-rFEczCkg,50.0,60.0," ""/m/03qc9zr","/m/09x0r""",,,,,,,,,,
16281,h7N3gJePX4I,330.0,340.0," ""/m/0dl83""",,,,,,,,,,,
16282,h7TRWXgJuTY,20.0,30.0," ""/m/07s02z0""",,,,,,,,,,,
16283,h7tNkjYA0pc,200.0,210.0," ""/m/07yv9",/m/0h9mv,/m/0k4j,"/m/0ltv""",,,,,,,,
16284,h7ty6D1LunA,30.0,40.0," ""/m/03mb9",/m/04rlf,"/m/06j64v""",,,,,,,,,
16285,h7z1aF2uL8o,30.0,40.0," ""/m/07lnk""",,,,,,,,,,,
16286,h80f_HJFhig,80.0,90.0," ""/m/04rlf","/t/dd00036""",,,,,,,,,,
16287,h86zLS_6M9Y,250.0,260.0," ""/m/03qc9zr""",,,,,,,,,,,
16288,h8PaNRnPNl4,230.0,240.0," ""/m/06bz3","/m/09x0r""",,,,,,,,,,
16289,h8UAuVuOpsg,24.0,34.0," ""/m/04s8yn",/m/07r5c2p,"/m/09x0r""",,,,,,,,,
16290,h8dcYjx_LJ8,30.0,40.0," ""/m/03mb9",/m/03r5q_,/m/04rlf,/m/05rwpb,/m/09x0r,"/m/0gywn""",,,,,,
16291,h8hEaXV9r0c,60.0,70.0," ""/m/01bns_","/m/0d8_n""",,,,,,,,,,
16292,h8tLFIsA_MQ,70.0,80.0," ""/g/122z_qxw","/t/dd00129""",,,,,,,,,,
16293,h94gKeoWBSo,160.0,170.0," ""/m/0130jx",/m/02jz0l,"/m/0838f""",,,,,,,,,
16294,h9IS3PQ4dmg,10.0,20.0," ""/m/02p3nc","/m/09x0r""",,,,,,,,,,
16295,h9OFJ5QSpAQ,60.0,70.0," ""/m/05tny_",/m/068hy,/m/0bt9lr,"/m/0jbk""",,,,,,,,
16296,h9fY3yer6Ww,110.0,120.0," ""/m/09x0r","/m/0dv5r""",,,,,,,,,,
16297,h9nK6L-wH7Q,120.0,130.0," ""/m/018vs",/m/01glhc,/m/0342h,/m/04rlf,"/m/09x0r""",,,,,,,
16298,h9roLSjS7Zw,16.0,26.0," ""/m/01s0vc""",,,,,,,,,,,
16299,h9tHlkPpEEU,40.0,50.0," ""/m/02g901""",,,,,,,,,,,
16300,h9vWn2vBvvA,490.0,500.0," ""/m/04rlf","/m/0z9c""",,,,,,,,,,
16301,h9zF09TMgLU,100.0,110.0," ""/m/04rlf","/m/06cqb""",,,,,,,,,,
16302,hAALsdY6m9Q,30.0,40.0," ""/m/07ryjzk""",,,,,,,,,,,
16303,hAJ2mu9YDIg,100.0,110.0," ""/m/0dxrf""",,,,,,,,,,,
16304,hAT8DFFUOgg,320.0,330.0," ""/m/0790c","/m/0l14qv""",,,,,,,,,,
16305,hAWnwjMmDO4,30.0,40.0," ""/m/032s66","/m/0_1c""",,,,,,,,,,
16306,hApMrZq6jck,27.0,37.0," ""/m/081rb""",,,,,,,,,,,
16307,hAvIkW-qOTo,20.0,30.0," ""/m/04rlf","/t/dd00006""",,,,,,,,,,
16308,hB1V5MN-doA,440.0,450.0," ""/m/04fq5q""",,,,,,,,,,,
16309,hBLotV-d_gQ,30.0,40.0," ""/m/01h82_",/m/01j4z9,/m/01jwx6,/m/02mk9,/m/07k1x,/m/07pb8fc,/m/07yv9,"/m/0_ksk""",,,,
16310,hBRl0UOTkjU,30.0,40.0," ""/m/0l156k""",,,,,,,,,,,
16311,hBT0bbJl1dU,270.0,280.0," ""/m/01xqw",/m/02fsn,"/m/0l14_3""",,,,,,,,,
16312,hBfjv2JJhXg,30.0,40.0," ""/m/04rlf","/m/07pkxdp""",,,,,,,,,,
16313,hBq7Bdexp-M,180.0,190.0," ""/m/014zdl",/m/032s66,"/m/04zjc""",,,,,,,,,
16314,hBxR9BQS-78,30.0,40.0," ""/m/01v_m0","/m/07n_g""",,,,,,,,,,
16315,hC06ELfmfrs,510.0,520.0," ""/m/01yg9g",/m/07yv9,"/t/dd00065""",,,,,,,,,
16316,hC25SzrG5do,110.0,120.0," ""/m/012xff","/m/09x0r""",,,,,,,,,,
16317,hC66uhQmS1Y,180.0,190.0," ""/m/015jpf","/m/09x0r""",,,,,,,,,,
16318,hCELSy7hVKE,80.0,90.0," ""/m/04rlf",/m/04szw,"/m/07kc_""",,,,,,,,,
16319,hCIB1E60Nbw,230.0,240.0," ""/m/02lkt",/m/04rlf,"/m/0m0jc""",,,,,,,,,
16320,hCfidlYn2G0,110.0,120.0," ""/m/0dq0md","/m/0jtg0""",,,,,,,,,,
16321,hCunjIRdSTE,0.0,9.0," ""/m/016622""",,,,,,,,,,,
16322,hCy6R4_t4EY,180.0,190.0," ""/m/030rvx""",,,,,,,,,,,
16323,hD1u-7ROwZg,160.0,170.0," ""/m/015lz1",/m/028ght,"/m/0l14jd""",,,,,,,,,
16324,hD2Y7yExIiI,140.0,150.0," ""/m/07qnq_y","/m/09x0r""",,,,,,,,,,
16325,hD6ee9A2TGk,150.0,160.0," ""/m/01jg1z""",,,,,,,,,,,
16326,hDAga2RwHbc,26.0,36.0," ""/m/07pdhp0""",,,,,,,,,,,
16327,hDLkrQvmvd0,30.0,40.0," ""/m/01z7dr","/m/04rlf""",,,,,,,,,,
16328,hDZUUOKuL0Y,30.0,40.0," ""/m/04rlf","/m/0b9m1""",,,,,,,,,,
16329,hDbcoVjLlks,60.0,70.0," ""/m/0c2wf""",,,,,,,,,,,
16330,hEQG_EdBTGI,170.0,180.0," ""/m/03qtwd",/m/053hz1,"/t/dd00135""",,,,,,,,,
16331,hF8WIKLNZSI,120.0,130.0," ""/m/07hvw1",/t/dd00127,"/t/dd00128""",,,,,,,,,
16332,hFOk0lXphBY,30.0,40.0," ""/m/07r4gkf""",,,,,,,,,,,
16333,hFTcS18hSn0,17.0,27.0," ""/m/0l15bq""",,,,,,,,,,,
16334,hFlHludHeZc,140.0,150.0," ""/m/04rlf","/t/dd00004""",,,,,,,,,,
16335,hG1l66pQaAY,20.0,30.0," ""/m/068hy",/m/09x0r,/m/0bt9lr,/m/0ghcn6,"/m/0jbk""",,,,,,,
16336,hG5wpzmuc_k,40.0,50.0," ""/m/01v_m0","/m/0hdsk""",,,,,,,,,,
16337,hGNc2PJ7XVk,250.0,260.0," ""/m/01kcd","/m/06ncr""",,,,,,,,,,
16338,hGQgIubTiTA,30.0,40.0," ""/t/dd00002""",,,,,,,,,,,
16339,hGaDRwEjelU,70.0,80.0," ""/m/02x984l""",,,,,,,,,,,
16340,hGklLddzBQA,530.0,540.0," ""/m/032s66","/m/0_1c""",,,,,,,,,,
16341,hGmzPoruBwU,30.0,40.0," ""/m/01m4t""",,,,,,,,,,,
16342,hHDaA4bV06g,40.0,50.0," ""/m/03q5_w""",,,,,,,,,,,
16343,hHQSNHKfADE,30.0,40.0," ""/m/02fxyj","/m/02rtxlg""",,,,,,,,,,
16344,hHQZepALpHQ,60.0,70.0," ""/m/03k3r",/m/04rlf,/m/09x0r,/m/0jbk,"/t/dd00129""",,,,,,,
16345,hHS5C0RKa8A,120.0,130.0," ""/m/03xq_f",/m/04rlf,"/m/05rwpb""",,,,,,,,,
16346,hHbITtxb1yI,190.0,200.0," ""/m/07rdhzs""",,,,,,,,,,,
16347,hHqrcLiKJRg,30.0,40.0," ""/m/015lz1",/m/01lyv,/m/04rlf,"/m/0gg8l""",,,,,,,,
16348,hI1f9wt6yIM,30.0,40.0," ""/m/04rlf",/m/09x0r,"/m/0brhx""",,,,,,,,,
16349,hIBfZ-rQutw,0.0,10.0," ""/m/04rlf",/m/07rn7sz,"/t/dd00126""",,,,,,,,,
16350,hIEj8msjg8E,30.0,40.0," ""/m/02bxd","/m/04rlf""",,,,,,,,,,
16351,hIG4uCdulCE,60.0,70.0," ""/m/03fwl",/m/0ch8v,"/m/0jbk""",,,,,,,,,
16352,hII5lOqV22s,160.0,170.0," ""/m/02p3nc",/m/02zsn,/m/04rlf,"/m/09x0r""",,,,,,,,
16353,hIXqvpaW3UA,30.0,40.0," ""/m/07qlwh6""",,,,,,,,,,,
16354,hIkcCvRGqjs,30.0,40.0," ""/m/01hnzm","/m/04rlf""",,,,,,,,,,
16355,hJYU3nBSyFo,10.0,20.0," ""/m/07q2z82","/m/0k4j""",,,,,,,,,,
16356,hKROb3qEpow,300.0,310.0," ""/m/07rdhzs""",,,,,,,,,,,
16357,hKSDq0ItOZg,60.0,70.0," ""/m/09t49",/m/09x0r,"/t/dd00126""",,,,,,,,,
16358,hKZ1R1DYAWo,80.0,90.0," ""/m/01p970",/m/026t6,"/m/0l14md""",,,,,,,,,
16359,hKbLIAEsMQE,10.0,20.0," ""/m/01hsr_""",,,,,,,,,,,
16360,hKsjyB8ur48,16.0,26.0," ""/m/04s8yn",/m/07r5c2p,/m/09x0r,"/m/0jbk""",,,,,,,,
16361,hLGUCY0OHEw,0.0,10.0," ""/m/02z32qm",/m/04rlf,"/m/09x0r""",,,,,,,,,
16362,hLb9ujxBUzI,180.0,190.0," ""/m/04rlf","/t/dd00036""",,,,,,,,,,
16363,hLtzhp1xfCY,30.0,40.0," ""/m/01j3sz",/m/07sq110,"/m/09x0r""",,,,,,,,,
16364,hM88FG1_D5Q,190.0,200.0," ""/m/04rlf",/m/09x0r,"/m/0y4f8""",,,,,,,,,
16365,hMAc8GD4tRg,30.0,40.0," ""/m/04rlf","/t/dd00033""",,,,,,,,,,
16366,hMCauyiBpjY,0.0,10.0," ""/m/01z47d",/m/09x0r,"/t/dd00125""",,,,,,,,,
16367,hMMo7ntMeN8,130.0,140.0," ""/m/06hck5",/m/06wzb,"/m/07rjwbb""",,,,,,,,,
16368,hMfG7Or1XSw,30.0,40.0," ""/m/01yrx","/m/02yds9""",,,,,,,,,,
16369,hMvUaNs5kQo,70.0,80.0," ""/m/019jd",/m/03m9d0z,/m/0hsrw,"/t/dd00092""",,,,,,,,
16370,hNB0Rgb54uI,70.0,80.0," ""/m/085jw","/m/0l14j_""",,,,,,,,,,
16371,hNGGQVVLXpA,0.0,10.0," ""/m/07ppn3j",/m/09x0r,"/t/dd00129""",,,,,,,,,
16372,hNKTrKk4hZs,80.0,90.0," ""/m/04rlf","/t/dd00037""",,,,,,,,,,
16373,hNphNEVd0Ko,240.0,250.0," ""/m/0130jx",/m/02jz0l,"/m/0838f""",,,,,,,,,
16374,hNtB9IeBxCw,30.0,40.0," ""/m/07qh7jl",/m/0l7xg,"/t/dd00077""",,,,,,,,,
16375,hNwXPMpR9aY,30.0,40.0," ""/m/09x0r","/m/0l15bq""",,,,,,,,,,
16376,hO8KCJPZK3I,130.0,140.0," ""/m/08j51y",/m/09x0r,"/t/dd00125""",,,,,,,,,
16377,hOJH4S0vF3M,210.0,220.0," ""/m/04rlf","/m/0ln16""",,,,,,,,,,
16378,hOSzGYKaJGE,150.0,160.0," ""/m/018vs",/m/0342h,/m/04rlf,"/m/0fx80y""",,,,,,,,
16379,hO_wcYLXrIo,280.0,290.0," ""/m/09t49",/m/09x0r,"/t/dd00129""",,,,,,,,,
16380,hOiGqU4KQFA,10.0,20.0," ""/m/01x3z",/m/046dlr,"/m/0gy1t2s""",,,,,,,,,
16381,hOxBAh1DxsY,30.0,40.0," ""/m/0316dw",/m/09x0r,"/m/0c2wf""",,,,,,,,,
16382,hPCm4fHtJ18,27.0,37.0," ""/m/07qjznl","/m/07qjznt""",,,,,,,,,,
16383,hPSK-10z-kQ,370.0,380.0," ""/m/05zppz",/m/09ddx,"/m/09x0r""",,,,,,,,,
16384,hPdH5gl1fTo,30.0,40.0," ""/m/02_41",/m/03m9d0z,"/t/dd00092""",,,,,,,,,
16385,hPp-EFa5jrI,480.0,490.0," ""/m/0316dw""",,,,,,,,,,,
16386,hQGF6bi1t6w,20.0,30.0," ""/m/014yck",/m/07yv9,/m/09x0r,/m/0cmf2,/m/0k5j,"/t/dd00128""",,,,,,
16387,hQL9iS_Kcac,30.0,40.0," ""/m/03kmc9","/m/0dgbq""",,,,,,,,,,
16388,hQOF_xfbqf8,90.0,100.0," ""/m/04rlf","/m/0gy1t2s""",,,,,,,,,,
16389,hR3MsCGVHN4,100.0,110.0," ""/m/07sq110""",,,,,,,,,,,
16390,hRFkyZxZZD8,70.0,80.0," ""/m/019jd",/m/05x_td,"/m/0912c9""",,,,,,,,,
16391,hRPIX2sgAhw,300.0,310.0," ""/m/07pt_g0""",,,,,,,,,,,
16392,hRQJgZVxRX0,30.0,40.0," ""/m/02sgy",/m/0342h,/m/03lty,/m/04rlf,/m/04szw,/m/06by7,/m/09x0r,/m/0dl5d,/m/0dls3,"/m/0fx80y""",,
16393,hRRUq-YrwFQ,0.0,10.0," ""/m/03dnzn","/m/0838f""",,,,,,,,,,
16394,hRSRar3oQ7M,1.0,11.0," ""/m/03wvsk""",,,,,,,,,,,
16395,hRUuOcXYPys,0.0,10.0," ""/m/04rlf","/m/0790c""",,,,,,,,,,
16396,hRb0FsqyYcg,40.0,50.0," ""/m/0dl83""",,,,,,,,,,,
16397,hReFgfvHgMY,30.0,40.0," ""/t/dd00006""",,,,,,,,,,,
16398,hRfCa82Os-s,280.0,290.0," ""/m/07qcpgn""",,,,,,,,,,,
16399,hSBFPqu6kpQ,70.0,80.0," ""/m/04rlf",/m/07rgt08,"/m/09x0r""",,,,,,,,,
16400,hSUwMS1rO6Q,30.0,40.0," ""/m/07ryjzk""",,,,,,,,,,,
16401,hSj_3aSS2rQ,340.0,350.0," ""/m/01lsmm""",,,,,,,,,,,
16402,hStMepUPYVk,1.0,11.0," ""/m/07q6cd_""",,,,,,,,,,,
16403,hT0dxcEwei0,530.0,540.0," ""/m/015y_n""",,,,,,,,,,,
16404,hTN99ep7VvQ,260.0,270.0," ""/m/01m2v""",,,,,,,,,,,
16405,hU7NKXT2mvs,460.0,470.0," ""/m/02rtxlg""",,,,,,,,,,,
16406,hUdmmFD1oTU,10.0,20.0," ""/m/01h8n0","/m/09x0r""",,,,,,,,,,
16407,hUyeJCYfh80,30.0,40.0," ""/m/01rd7k",/m/025rv6n,"/m/07svc2k""",,,,,,,,,
16408,hV1vyMps9i0,170.0,180.0," ""/m/03qtwd","/m/04gy_2""",,,,,,,,,,
16409,hV90uHHAgxc,130.0,140.0," ""/m/04rlf","/m/06w87""",,,,,,,,,,
16410,hVS6bB3VFoQ,210.0,220.0," ""/m/07ptzwd","/m/0838f""",,,,,,,,,,
16411,hVVrl9FkKnY,240.0,250.0," ""/m/0155w",/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,"/m/0fx80y""",,,,,,
16412,hVXaWkX_KOw,430.0,440.0," ""/m/032s66","/m/073cg4""",,,,,,,,,,
16413,hVZKJt4WzxM,20.0,30.0," ""/m/0gywn""",,,,,,,,,,,
16414,hVikKRODjbI,110.0,120.0," ""/m/04rlf",/m/05fw6t,"/m/07pc8lb""",,,,,,,,,
16415,hVkLZhHG8UI,180.0,190.0," ""/m/07s12q4""",,,,,,,,,,,
16416,hWCvuxTPs_8,6.0,16.0," ""/m/01h82_",/m/02mk9,"/m/07yv9""",,,,,,,,,
16417,hWE5m0uXS4A,6.0,16.0," ""/m/07qv_x_","/m/09x0r""",,,,,,,,,,
16418,hWJ8NjKw8cU,60.0,70.0," ""/m/068hy",/m/06h7j,/m/0bt9lr,"/m/0jbk""",,,,,,,,
16419,hWSvuq56hlM,30.0,40.0," ""/m/032s66","/m/073cg4""",,,,,,,,,,
16420,hWiAoE4u4y8,180.0,190.0," ""/m/04rlf","/t/dd00036""",,,,,,,,,,
16421,hWs6qu4ayAc,80.0,90.0," ""/m/0c3f7m""",,,,,,,,,,,
16422,hXLo1l5gS-I,180.0,190.0," ""/m/03m5k","/m/0d8_n""",,,,,,,,,,
16423,hYJJlRDgUmU,340.0,350.0," ""/m/03q5_w","/m/09x0r""",,,,,,,,,,
16424,hYOfxLe7RGc,0.0,10.0," ""/m/02rr_",/m/04rlf,"/m/07m2kt""",,,,,,,,,
16425,hYjS8SJ-eA4,20.0,30.0," ""/m/0195fx",/m/01g50p,/m/06d_3,/m/07jdr,"/m/07rwm0c""",,,,,,,
16426,hYlSisv-VRU,60.0,70.0," ""/m/06rqw""",,,,,,,,,,,
16427,hYy0na5oUzE,130.0,140.0," ""/m/04rlf",/m/0g293,"/m/0ln16""",,,,,,,,,
16428,hZ13aU7-npc,100.0,110.0," ""/m/032s66","/m/0_1c""",,,,,,,,,,
16429,hZ4d_dQm8jA,0.0,10.0," ""/m/01z5f",/m/05tny_,/m/068hy,/m/07mzm6,/m/07r_k2n,/m/07rc7d9,/m/0bt9lr,/m/0ghcn6,/m/0jbk,"/t/dd00125""",,
16430,hZ52d3zwLhY,50.0,60.0," ""/m/07rv4dm""",,,,,,,,,,,
16431,hZ5jxaIy6Rw,170.0,180.0," ""/m/012xff","/m/09x0r""",,,,,,,,,,
16432,hZPSVzIzT4A,80.0,90.0," ""/m/07qwyj0""",,,,,,,,,,,
16433,hZYgXxOYObA,50.0,60.0," ""/g/122z_qxw","/m/0g6b5""",,,,,,,,,,
16434,hZfCziBaGTI,0.0,10.0," ""/m/0342h",/m/04rlf,/m/04szw,/m/07xzm,"/m/0fx80y""",,,,,,,
16435,hZr2vG9w2x4,80.0,90.0," ""/m/0239kh""",,,,,,,,,,,
16436,hZzTg1GoOxo,220.0,230.0," ""/m/0h9mv","/m/0k4j""",,,,,,,,,,
16437,h_7O2NITFsQ,30.0,40.0," ""/m/07r4gkf""",,,,,,,,,,,
16438,h_FkD0o2WOs,30.0,40.0," ""/m/013y1f","/m/03gvt""",,,,,,,,,,
16439,h_TDirl_Bi8,230.0,240.0," ""/m/04rlf","/m/07pkxdp""",,,,,,,,,,
16440,hb3g7R1jgnA,10.0,20.0," ""/m/06hps""",,,,,,,,,,,
16441,hbB4rvTgXeY,0.0,10.0," ""/m/01qbl",/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/06rvn,"/m/0l14md""",,,,,
16442,hbCaMcbT8to,30.0,40.0," ""/m/0326g",/m/042v_gx,/m/04rlf,"/m/0fx80y""",,,,,,,,
16443,hbSjAEc9NEE,30.0,40.0," ""/m/023pjk","/m/04brg2""",,,,,,,,,,
16444,hbV3O1w62Js,100.0,110.0," ""/m/04rlf","/t/dd00006""",,,,,,,,,,
16445,hbqdthlv6CU,40.0,50.0," ""/m/0mkg""",,,,,,,,,,,
16446,hbzS-DuGx-A,530.0,540.0," ""/m/09x0r","/m/0c3f7m""",,,,,,,,,,
16447,hc5gku8LRTQ,120.0,130.0," ""/m/023pjk","/m/04brg2""",,,,,,,,,,
16448,hcGOcwEtOSo,460.0,470.0," ""/m/019jd",/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,"/t/dd00092""",,,,,,
16449,hccUNQRIxwk,29.0,39.0," ""/m/04rlf","/m/07q6cd_""",,,,,,,,,,
16450,hcmWGcZJgdI,240.0,250.0," ""/m/04rlf",/m/05r5wn,"/m/09x0r""",,,,,,,,,
16451,hd0cgaJkNGw,100.0,110.0," ""/m/02zsn",/m/0642b4,"/m/09x0r""",,,,,,,,,
16452,hd3Q93cBZK0,1.0,11.0," ""/m/01bjv",/m/07yv9,/m/0912c9,"/m/09x0r""",,,,,,,,
16453,hd_01eWXJdI,150.0,160.0," ""/m/025rv6n",/m/07qwf61,"/m/0dbvp""",,,,,,,,,
16454,hdfwwx27mtY,180.0,190.0," ""/m/07qv_d5",/m/09x0r,/t/dd00128,"/t/dd00129""",,,,,,,,
16455,hdhWzmBv5fE,30.0,40.0," ""/m/030rvx","/m/09x0r""",,,,,,,,,,
16456,hdqOdzlNqUQ,130.0,140.0," ""/m/0242l","/m/07phxs1""",,,,,,,,,,
16457,he10R5H9DXg,180.0,190.0," ""/m/06cqb""",,,,,,,,,,,
16458,heAw4z71lvo,9.0,19.0," ""/m/028ght","/m/09x0r""",,,,,,,,,,
16459,heGKGgxvJF8,30.0,40.0," ""/m/04rlf","/m/0l15bq""",,,,,,,,,,
16460,heKKuiIMlBc,200.0,210.0," ""/m/04rlf","/m/0m0jc""",,,,,,,,,,
16461,heg9ouW1p14,0.0,10.0," ""/m/068zj","/m/0jbk""",,,,,,,,,,
16462,henNBwae5Ho,0.0,10.0," ""/m/0790c""",,,,,,,,,,,
16463,hf5VcU_Uf8w,30.0,40.0," ""/m/04rlf","/m/07p7b8y""",,,,,,,,,,
16464,hfLDaS154sQ,210.0,220.0," ""/m/04rlf","/t/dd00037""",,,,,,,,,,
16465,hfN3GLC9OWk,30.0,40.0," ""/m/07qn4z3""",,,,,,,,,,,
16466,hfQZmG8OnL4,420.0,430.0," ""/m/04rlf",/m/09x0r,/t/dd00013,"/t/dd00128""",,,,,,,,
16467,hfo3oQMcQkM,110.0,120.0," ""/m/07sx8x_""",,,,,,,,,,,
16468,hfz5j1TNRWM,0.0,10.0," ""/m/015jpf""",,,,,,,,,,,
16469,hg8hgJqMV40,8.0,18.0," ""/m/09x0r",/t/dd00066,"/t/dd00130""",,,,,,,,,
16470,hgJK2ZDgWtU,60.0,70.0," ""/m/01hgjl","/m/04rlf""",,,,,,,,,,
16471,hgYhAX3IndE,30.0,40.0," ""/m/019jd","/m/0hsrw""",,,,,,,,,,
16472,hgetJTZkcIs,30.0,40.0," ""/m/081rb""",,,,,,,,,,,
